loss,lr,acc
0.08928333967924118,5e-05,0.4375
0.12175923585891724,5e-05,0.1875
0.09196939319372177,5e-05,0.375
0.10133394598960876,5e-05,0.25
0.10090231150388718,5e-05,0.3125
0.10433516651391983,5e-05,0.375
0.1384899914264679,5e-05,0.25
0.08698366582393646,5e-05,0.375
0.12091322243213654,5e-05,0.125
0.09444472193717957,5e-05,0.3125
0.08425648510456085,5e-05,0.375
0.06848040223121643,5e-05,0.5
0.10845312476158142,5e-05,0.4375
0.10928518325090408,5e-05,0.1875
0.08147451281547546,5e-05,0.3125
0.1281205117702484,5e-05,0.25
0.13008804619312286,5e-05,0.25
0.11364569514989853,5e-05,0.0625
0.12300459295511246,5e-05,0.25
0.08051395416259766,5e-05,0.375
0.10935744643211365,5e-05,0.25
0.1254653036594391,5e-05,0.1875
0.08016569912433624,5e-05,0.625
0.1159614697098732,5e-05,0.125
0.10661285370588303,5e-05,0.125
0.10820004343986511,5e-05,0.3125
0.0924166813492775,5e-05,0.3125
0.08570954948663712,5e-05,0.25
0.10037456452846527,5e-05,0.1875
0.07405606657266617,5e-05,0.375
0.11009916663169861,5e-05,0.375
0.11348702758550644,5e-05,0.25
0.07489320635795593,5e-05,0.375
0.12639358639717102,5e-05,0.125
0.12382768094539642,5e-05,0.25
0.10871395468711853,5e-05,0.125
0.11519399285316467,5e-05,0.1875
0.08189593255519867,5e-05,0.4375
0.12312436103820801,5e-05,0.25
0.09641964733600616,5e-05,0.25
0.10760900378227234,5e-05,0.25
0.08783098310232162,5e-05,0.3125
0.09861437976360321,5e-05,0.25
0.12754832208156586,5e-05,0.1875
0.14620129764080048,5e-05,0.0625
0.10063115507364273,5e-05,0.25
0.09430797398090363,5e-05,0.3125
0.13041150569915771,5e-05,0.125
0.08286619186401367,5e-05,0.3125
0.11051013320684433,5e-05,0.1875
0.11372990906238556,5e-05,0.1875
0.09884689748287201,5e-05,0.25
0.11813627183437347,5e-05,0.1875
0.06861847639083862,5e-05,0.4375
0.09322257339954376,5e-05,0.1875
0.11926013231277466,5e-05,0.3125
0.10627211630344391,5e-05,0.25
0.13192783296108246,5e-05,0.125
0.12220831215381622,5e-05,0.0625
0.09849076718091965,5e-05,0.25
0.09866955131292343,5e-05,0.3125
0.0957321971654892,5e-05,0.1875
0.09145038574934006,5e-05,0.1875
0.09343335777521133,5e-05,0.1875
0.12441812455654144,5e-05,0.0625
0.13666753470897675,5e-05,0.25
0.10467346012592316,5e-05,0.1875
0.09326391667127609,5e-05,0.375
0.12529242038726807,5e-05,0.125
0.08282511681318283,5e-05,0.3125
0.08621063828468323,5e-05,0.3125
0.11939495801925659,5e-05,0.125
0.10184415429830551,5e-05,0.3125
0.06862100213766098,5e-05,0.375
0.06601372361183167,5e-05,0.4375
0.11629222333431244,5e-05,0.125
0.08778337389230728,5e-05,0.3125
0.13985101878643036,5e-05,0.3125
0.09026435762643814,5e-05,0.25
0.08690820634365082,5e-05,0.25
0.11840806901454926,5e-05,0.1875
0.1283247172832489,5e-05,0.3125
0.08964786678552628,5e-05,0.25
0.09568623453378677,5e-05,0.3125
0.06451891362667084,5e-05,0.5625
0.11672945320606232,5e-05,0.1875
0.08727279305458069,5e-05,0.4375
0.08175813406705856,5e-05,0.4375
0.08631570637226105,5e-05,0.3125
0.09499035030603409,5e-05,0.375
0.10841810703277588,5e-05,0.125
0.09924373030662537,5e-05,0.3125
0.12190497666597366,5e-05,0.125
0.1139935851097107,5e-05,0.3125
0.1030760183930397,5e-05,0.1875
0.09947320818901062,5e-05,0.125
0.07933534681797028,5e-05,0.3125
0.10484053194522858,5e-05,0.25
0.10730333626270294,5e-05,0.25
0.09910403192043304,5e-05,0.3125
0.10147350281476974,5e-05,0.25
0.09288463741540909,5e-05,0.1875
0.10678435117006302,5e-05,0.3125
0.11638166755437851,5e-05,0.25
0.08824871480464935,5e-05,0.375
0.0862729474902153,5e-05,0.25
0.11234802007675171,5e-05,0.125
0.09575723111629486,5e-05,0.25
0.14229559898376465,5e-05,0.1875
0.1405673325061798,5e-05,0.25
0.07275424897670746,5e-05,0.1875
0.14624743163585663,5e-05,0.125
0.10996958613395691,5e-05,0.375
0.11102008819580078,5e-05,0.3125
0.097361721098423,5e-05,0.1875
0.0881369486451149,5e-05,0.3125
0.07649868726730347,5e-05,0.125
0.09941552579402924,5e-05,0.5
0.11363478749990463,5e-05,0.25
0.09899307042360306,5e-05,0.4375
0.08873764425516129,5e-05,0.3125
0.08471889793872833,5e-05,0.5
0.12658850848674774,5e-05,0.1875
0.09296517819166183,5e-05,0.1875
0.07833953201770782,5e-05,0.375
0.09917544573545456,5e-05,0.4375
0.07958219200372696,5e-05,0.5625
0.12313307821750641,5e-05,0.1875
0.11003581434488297,5e-05,0.0
0.07269016653299332,5e-05,0.375
0.08538747578859329,5e-05,0.25
0.0955745130777359,5e-05,0.375
0.11349094659090042,5e-05,0.125
0.12262273579835892,5e-05,0.3125
0.10763230174779892,5e-05,0.1875
0.07797590643167496,5e-05,0.375
0.0814763531088829,5e-05,0.4375
0.08910004049539566,5e-05,0.375
0.14482799172401428,5e-05,0.25
0.11963976919651031,5e-05,0.125
0.13265715539455414,5e-05,0.25
0.11626696586608887,5e-05,0.25
0.12775765359401703,5e-05,0.1875
0.0779353603720665,5e-05,0.375
0.1005154401063919,5e-05,0.3125
0.10341350734233856,5e-05,0.25
0.11493410915136337,5e-05,0.1875
0.09837426245212555,5e-05,0.25
0.1006893441081047,5e-05,0.1875
0.11570508778095245,5e-05,0.1875
0.1264994740486145,5e-05,0.1875
0.12102820724248886,5e-05,0.25
0.11112624406814575,5e-05,0.1875
0.09379593282938004,5e-05,0.25
0.09505100548267365,5e-05,0.3125
0.11712369322776794,5e-05,0.1875
0.13154801726341248,5e-05,0.125
0.09780630469322205,5e-05,0.25
0.08973667025566101,5e-05,0.1875
0.09508779644966125,5e-05,0.125
0.08904214948415756,5e-05,0.125
0.08075007796287537,5e-05,0.4375
0.0935870110988617,5e-05,0.4375
0.1020033061504364,5e-05,0.1875
0.11752261966466904,5e-05,0.25
0.11343930661678314,5e-05,0.1875
0.13599443435668945,5e-05,0.3125
0.09739770740270615,5e-05,0.25
0.08773216605186462,5e-05,0.375
0.09061817079782486,5e-05,0.3125
0.12853996455669403,5e-05,0.125
0.11292935162782669,5e-05,0.1875
0.09219757467508316,5e-05,0.375
0.08519548922777176,5e-05,0.1875
0.10572344809770584,5e-05,0.1875
0.10231073200702667,5e-05,0.1875
0.07946280390024185,5e-05,0.375
0.08414802700281143,5e-05,0.375
0.18314282596111298,5e-05,0.0625
0.12510432302951813,5e-05,0.25
0.11946789175271988,5e-05,0.25
0.1123228520154953,5e-05,0.1875
0.08172255009412766,5e-05,0.4375
0.09116178005933762,5e-05,0.3125
0.10290233790874481,5e-05,0.25
0.06393733620643616,5e-05,0.5
0.10862041264772415,5e-05,0.375
0.07423444092273712,5e-05,0.4375
0.07430331408977509,5e-05,0.3125
0.0928664281964302,5e-05,0.3125
0.09981570392847061,5e-05,0.3125
0.09521494060754776,5e-05,0.3125
0.08854801952838898,5e-05,0.4375
0.10768408328294754,5e-05,0.3125
0.10963714867830276,5e-05,0.25
0.10515056550502777,5e-05,0.1875
0.08264126628637314,5e-05,0.375
0.09373653680086136,5e-05,0.375
0.08775411546230316,5e-05,0.25
0.12152253091335297,5e-05,0.25
0.09522596746683121,5e-05,0.3125
0.1315445601940155,5e-05,0.25
0.1082160696387291,5e-05,0.25
0.09558549523353577,5e-05,0.125
0.0909537822008133,5e-05,0.375
0.10320024192333221,5e-05,0.25
0.10910382121801376,5e-05,0.125
0.080672487616539,5e-05,0.3125
0.11273554712533951,5e-05,0.125
0.10144611448049545,5e-05,0.1875
0.11237092316150665,5e-05,0.4375
0.11619630455970764,5e-05,0.1875
0.08033129572868347,5e-05,0.125
0.07952789217233658,5e-05,0.3125
0.12832564115524292,5e-05,0.125
0.08470959216356277,5e-05,0.25
0.10339880734682083,5e-05,0.25
0.1150023490190506,5e-05,0.1875
0.09207603335380554,5e-05,0.25
0.104317806661129,5e-05,0.25
0.08438953757286072,5e-05,0.5
0.10003095120191574,5e-05,0.3125
0.09759554266929626,5e-05,0.375
0.09310191124677658,5e-05,0.25
0.09747780114412308,5e-05,0.25
0.10148897022008896,5e-05,0.125
0.10000833868980408,5e-05,0.25
0.10779315233230591,5e-05,0.1875
0.11789055168628693,5e-05,0.1875
0.09182167798280716,5e-05,0.375
0.10230349749326706,5e-05,0.125
0.10710955411195755,5e-05,0.1875
0.11311881244182587,5e-05,0.125
0.07934679836034775,5e-05,0.5
0.13508598506450653,5e-05,0.1875
0.10897661000490189,5e-05,0.25
0.09396223723888397,5e-05,0.25
0.1253351867198944,5e-05,0.375
0.09682739526033401,5e-05,0.375
0.12435044348239899,5e-05,0.125
0.1078469306230545,5e-05,0.1875
0.0984639972448349,5e-05,0.375
0.11418658494949341,5e-05,0.125
0.1124039739370346,5e-05,0.25
0.08039870113134384,5e-05,0.4375
0.10848020017147064,5e-05,0.125
0.0998021736741066,5e-05,0.1875
0.09062308818101883,5e-05,0.25
0.1149086132645607,5e-05,0.3125
0.09386543184518814,5e-05,0.375
0.1289452612400055,5e-05,0.0
0.1233605146408081,5e-05,0.125
0.12147513777017593,5e-05,0.25
0.0955669954419136,5e-05,0.25
0.11310650408267975,5e-05,0.25
0.09826479107141495,5e-05,0.125
0.08272717893123627,5e-05,0.3125
0.11496205627918243,5e-05,0.125
0.0856851190328598,5e-05,0.25
0.10157284140586853,5e-05,0.25
0.08347831666469574,5e-05,0.25
0.08582654595375061,5e-05,0.4375
0.09541977196931839,5e-05,0.25
0.09210732579231262,5e-05,0.25
0.13306580483913422,5e-05,0.1875
0.0833125114440918,5e-05,0.25
0.073368601500988,5e-05,0.5
0.08997149020433426,5e-05,0.3125
0.0875299796462059,5e-05,0.4375
0.11597006022930145,5e-05,0.1875
0.1173102855682373,5e-05,0.375
0.08576108515262604,5e-05,0.1875
0.09641712158918381,5e-05,0.4375
0.15568141639232635,5e-05,0.25
0.11381027847528458,5e-05,0.1875
0.07278648018836975,5e-05,0.4375
0.07870782911777496,5e-05,0.5
0.10502965748310089,5e-05,0.3125
0.13197526335716248,5e-05,0.3125
0.12422395497560501,5e-05,0.1875
0.13541869819164276,5e-05,0.25
0.08828320354223251,5e-05,0.25
0.14488910138607025,5e-05,0.25
0.10628797113895416,5e-05,0.25
0.10308954864740372,5e-05,0.3125
0.09612138569355011,5e-05,0.3125
0.08895502984523773,5e-05,0.1875
0.07658946514129639,5e-05,0.375
0.11540719121694565,5e-05,0.125
0.10537721961736679,5e-05,0.4375
0.0766696110367775,5e-05,0.25
0.09103623777627945,5e-05,0.25
0.10425319522619247,5e-05,0.125
0.09436120837926865,5e-05,0.25
0.09220381081104279,5e-05,0.1875
0.13349519670009613,5e-05,0.3125
0.09066711366176605,5e-05,0.375
0.10629203170537949,5e-05,0.125
0.09027787297964096,5e-05,0.25
0.13094624876976013,5e-05,0.125
0.07998358458280563,5e-05,0.5
0.08627189695835114,5e-05,0.3125
0.09059509634971619,5e-05,0.375
0.09417423605918884,5e-05,0.3125
0.0946507379412651,5e-05,0.1875
0.1187664344906807,5e-05,0.125
0.10863305628299713,5e-05,0.125
0.09636377543210983,5e-05,0.25
0.11830855160951614,5e-05,0.25
0.1338721215724945,5e-05,0.25
0.1222604364156723,5e-05,0.125
0.09234549850225449,5e-05,0.375
0.10719844698905945,5e-05,0.125
0.09501243382692337,5e-05,0.25
0.12482255697250366,5e-05,0.125
0.10070118308067322,5e-05,0.3125
0.11887497454881668,5e-05,0.125
0.12632891535758972,5e-05,0.0625
0.13723020255565643,5e-05,0.1875
0.0832725390791893,5e-05,0.3125
0.0937253087759018,5e-05,0.25
0.10283375531435013,5e-05,0.25
0.11059439927339554,5e-05,0.1875
0.10169564932584763,5e-05,0.375
0.10028614848852158,5e-05,0.4375
0.12650220096111298,5e-05,0.0625
0.09164710342884064,5e-05,0.1875
0.10020899027585983,5e-05,0.25
0.08801116794347763,5e-05,0.3125
0.10012958943843842,5e-05,0.375
0.08199678361415863,5e-05,0.25
0.11693243682384491,5e-05,0.1875
0.11537972092628479,5e-05,0.125
0.0866580531001091,5e-05,0.3125
0.07910962402820587,5e-05,0.375
0.07186314463615417,5e-05,0.375
0.10769215226173401,5e-05,0.1875
0.1157987117767334,5e-05,0.125
0.13810771703720093,5e-05,0.3125
0.09592358022928238,5e-05,0.1875
0.11240050196647644,5e-05,0.1875
0.12560229003429413,5e-05,0.0625
0.12276192754507065,5e-05,0.25
0.10510535538196564,5e-05,0.25
0.09571810811758041,5e-05,0.25
0.11471854150295258,5e-05,0.25
0.12868119776248932,5e-05,0.0625
0.09616724401712418,5e-05,0.3125
0.11222071945667267,5e-05,0.1875
0.12426187843084335,5e-05,0.25
0.09782231599092484,5e-05,0.1875
0.11369116604328156,5e-05,0.125
0.1160481870174408,5e-05,0.3125
0.10501327365636826,5e-05,0.1875
0.09128490835428238,5e-05,0.3125
0.08691772818565369,5e-05,0.1875
0.10542133450508118,5e-05,0.25
0.10756069421768188,5e-05,0.125
0.10021458566188812,5e-05,0.1875
0.1442333310842514,5e-05,0.1875
0.09814941138029099,5e-05,0.3125
0.11336182057857513,5e-05,0.0625
0.11108914762735367,5e-05,0.25
0.09402037411928177,5e-05,0.25
0.08184333145618439,5e-05,0.375
0.1223427951335907,5e-05,0.125
0.09238529950380325,5e-05,0.3125
0.09873556345701218,5e-05,0.1875
0.13491371273994446,5e-05,0.125
0.0923319086432457,5e-05,0.1875
0.0988592579960823,5e-05,0.125
0.1297186017036438,5e-05,0.0625
0.1703110635280609,5e-05,0.1875
0.10050173848867416,5e-05,0.3125
0.06697377562522888,5e-05,0.4375
0.10198359936475754,5e-05,0.1875
0.13170871138572693,5e-05,0.25
0.11967530101537704,5e-05,0.25
0.10505439341068268,5e-05,0.25
0.12708282470703125,5e-05,0.125
0.10179277509450912,5e-05,0.25
0.07359860092401505,5e-05,0.3125
0.08213820308446884,5e-05,0.375
0.10151468962430954,5e-05,0.4375
0.11624619364738464,5e-05,0.125
0.10462408512830734,5e-05,0.25
0.11587280035018921,5e-05,0.3125
0.11130460351705551,5e-05,0.125
0.08671650290489197,5e-05,0.4375
0.09036662429571152,5e-05,0.1875
0.10764366388320923,5e-05,0.125
0.07359003275632858,5e-05,0.375
0.10710292309522629,5e-05,0.125
0.10131565481424332,5e-05,0.1875
0.11323142051696777,5e-05,0.25
0.08074250817298889,5e-05,0.4375
0.11102081090211868,5e-05,0.3125
0.1131897121667862,5e-05,0.1875
0.11862096190452576,5e-05,0.125
0.11918902397155762,5e-05,0.0625
0.11742530763149261,5e-05,0.3125
0.07902144640684128,5e-05,0.375
0.12688744068145752,5e-05,0.1875
0.15376433730125427,5e-05,0.0625
0.10209545493125916,5e-05,0.3125
0.08904948830604553,5e-05,0.4375
0.09609652310609818,5e-05,0.3125
0.11151501536369324,5e-05,0.1875
0.12868326902389526,5e-05,0.0625
0.11499811708927155,5e-05,0.25
0.11316810548305511,5e-05,0.1875
0.09310295432806015,5e-05,0.25
0.11203233152627945,5e-05,0.25
0.09328517317771912,5e-05,0.375
0.09547426551580429,5e-05,0.5625
0.08634747564792633,5e-05,0.3125
0.07139940559864044,5e-05,0.4375
0.11010929197072983,5e-05,0.1875
0.11732194572687149,5e-05,0.25
0.1031414121389389,5e-05,0.25
0.09765047580003738,5e-05,0.25
0.08983024954795837,5e-05,0.125
0.12637941539287567,5e-05,0.3125
0.09065555036067963,5e-05,0.3125
0.07534986734390259,5e-05,0.3125
0.09268753975629807,5e-05,0.25
0.08744410425424576,5e-05,0.25
0.11937297880649567,5e-05,0.3125
0.10067800432443619,5e-05,0.25
0.09406980872154236,5e-05,0.1875
0.10764487087726593,5e-05,0.375
0.07163119316101074,5e-05,0.3125
0.13207654654979706,5e-05,0.1875
0.12998728454113007,5e-05,0.1875
0.1439935714006424,5e-05,0.1875
0.0856189951300621,5e-05,0.3125
0.09313229471445084,5e-05,0.1875
0.11953068524599075,5e-05,0.0625
0.12395014613866806,5e-05,0.125
0.10345204174518585,5e-05,0.25
0.11624181270599365,5e-05,0.125
0.1301364153623581,5e-05,0.25
0.07429251819849014,5e-05,0.375
0.10899219661951065,5e-05,0.1875
0.10757932811975479,5e-05,0.1875
0.10423347353935242,5e-05,0.4375
0.11175498366355896,5e-05,0.25
0.09485647082328796,5e-05,0.375
0.091168113052845,5e-05,0.25
0.09199248254299164,5e-05,0.4375
0.12246710807085037,5e-05,0.3125
0.10638954490423203,5e-05,0.125
0.09178570657968521,5e-05,0.3125
0.10968515276908875,5e-05,0.0625
0.07736855745315552,5e-05,0.3125
0.08945854753255844,5e-05,0.125
0.11966771632432938,5e-05,0.1875
0.08532984554767609,5e-05,0.375
